Id,Weekly_Sales
5_60_2013-02-01,1162.2291744574761
5_60_2013-02-08,1280.8609078632198
5_60_2013-02-15,1349.996944080109
5_60_2013-02-22,1749.7259472025305
5_60_2013-03-01,1081.3862930198138
5_60_2013-03-08,1127.9447912490687
5_60_2013-03-15,839.5679340177513
5_60_2013-03-22,742.7724344715192
5_60_2013-03-29,3476.1990260146968
5_60_2013-04-05,814.083510661123
5_60_2013-04-12,887.8964947353645
5_60_2013-04-19,784.0661316900366
5_60_2013-04-26,736.5637216886536
5_60_2013-05-03,485.19048835139233
5_60_2013-05-10,824.5964176634736
5_60_2013-05-17,850.9088806240767
5_60_2013-05-24,653.5084544114623
5_60_2013-05-31,1656.0537999616747
5_60_2013-06-07,840.3224332920815
5_60_2013-06-14,815.7675176050827
5_60_2013-06-21,601.4597372337153
5_60_2013-06-28,1807.9926337688162
5_60_2013-07-05,312.8676199538935
5_60_2013-07-12,832.042763067001
5_60_2013-07-19,767.5472259585022
5_60_2013-07-26,520.4347857328432
5_67_2012-11-02,2713.7761518591665
5_67_2012-11-09,3833.8030534175086
5_67_2012-11-16,3481.63609524249
5_67_2012-11-23,3901.7433581567493
5_67_2012-11-30,3421.6937445474978
5_67_2012-12-07,3778.09683115727
5_67_2012-12-14,4094.156462912748
5_67_2012-12-21,7040.554795730325
5_67_2012-12-28,5571.025522188987
5_67_2013-01-04,3922.087852486976
5_67_2013-01-11,1996.444301999616
5_67_2013-01-18,2220.910874047615
5_67_2013-01-25,2570.3226222272947
5_67_2013-02-01,3307.78629093274
5_67_2013-02-08,6324.9149047034025
5_67_2013-02-15,4567.590198053767
5_67_2013-02-22,1734.2836103130637
5_67_2013-03-01,3113.6814124187017
5_67_2013-03-08,1523.5862120130128
5_67_2013-03-15,1579.531337097601
5_67_2013-03-22,1831.4062987415953
5_67_2013-03-29,7688.61975845256
5_67_2013-04-05,3293.853493244239
5_67_2013-04-12,2302.417821879874
5_67_2013-04-19,2190.6661657495433
5_67_2013-04-26,2458.2176702243614
5_67_2013-05-03,4074.3197585135645
5_67_2013-05-10,5194.372878291282
5_67_2013-05-17,3765.1124899022298
5_67_2013-05-24,2855.1156576928156
5_67_2013-05-31,2679.3308157360375
5_67_2013-06-07,1843.8385254365414
5_67_2013-06-14,1925.2978530052678
5_67_2013-06-21,2945.911756258345
5_67_2013-06-28,1967.1785712683654
5_67_2013-07-05,3365.117430385443
5_67_2013-07-12,1834.5718611062
5_67_2013-07-19,1462.824685446713
5_67_2013-07-26,2019.6031819770596
5_71_2012-11-02,1592.1950572303099
5_71_2012-11-09,4240.15234984566
5_71_2012-11-16,4155.886375086647
5_71_2012-11-23,9135.305053902612
5_71_2012-11-30,7112.5265712094515
5_71_2012-12-07,5778.171713270397
5_71_2012-12-14,4600.010497430395
5_71_2012-12-21,10654.839579521005
5_71_2012-12-28,3658.0907114132633
5_71_2013-01-04,3115.923700826948
5_71_2013-01-11,5266.353498165489
5_71_2013-01-18,2227.4975376985235
5_71_2013-01-25,3918.3941342858575
5_71_2013-02-01,6121.870065779145
5_71_2013-02-08,2519.9250035505393
5_71_2013-02-15,2595.338729089119
5_71_2013-02-22,1655.2933149309983
5_71_2013-03-01,3473.4325148688545
5_71_2013-03-08,1833.1829655892066
5_71_2013-03-15,2011.9373057384298
5_71_2013-03-22,1062.8951070226772
5_71_2013-03-29,1952.94417484195
5_71_2013-04-05,2424.3822253208637
5_71_2013-04-12,1627.5112982135067
5_71_2013-04-19,1569.2352865668015
5_71_2013-04-26,1262.180962401253
5_71_2013-05-03,1770.0219847702642
5_71_2013-05-10,3162.77277248753
5_71_2013-05-17,4143.586152874692
5_71_2013-05-24,2096.3656806202907
5_71_2013-05-31,1867.1002931179441
5_71_2013-06-07,2822.225894162585
5_71_2013-06-14,1778.4924944837007
5_71_2013-06-21,1888.8765821404884
5_71_2013-06-28,1500.5393237559517
5_71_2013-07-05,1586.4830982894146
5_71_2013-07-12,3424.552039921033
5_71_2013-07-19,1799.1182120033343
5_71_2013-07-26,2907.472074902422
5_72_2012-11-02,9498.71280081928
5_72_2012-11-09,5529.1721716323655
5_72_2012-11-16,5472.4486219293585
5_72_2012-11-23,84486.82507281456
5_72_2012-11-30,5046.011558920715
5_72_2012-12-07,7064.597536301607
5_72_2012-12-14,9954.773185362257
5_72_2012-12-21,14481.075781930496
5_72_2012-12-28,11898.784991080383
5_72_2013-01-04,6373.067249860192
5_72_2013-01-11,5938.400209386274
5_72_2013-01-18,6279.832835987395
5_72_2013-01-25,5986.053553958589
5_72_2013-02-01,12169.516966604808
5_72_2013-02-08,16045.626967625338
5_72_2013-02-15,10959.035977749143
5_72_2013-02-22,3455.6468251526776
5_72_2013-03-01,8082.507825215513
5_72_2013-03-08,8097.961601013819
5_72_2013-03-15,7786.407235910358
5_72_2013-03-22,7025.525431308948
5_72_2013-03-29,5645.76311996371
5_72_2013-04-05,5480.906095818273
5_72_2013-04-12,4620.555331779589
5_72_2013-04-19,8105.713528695581
5_72_2013-04-26,7517.4024723031125
5_72_2013-05-03,5331.06670188525
5_72_2013-05-10,5086.208606686947
5_72_2013-05-17,7401.175486131943
5_72_2013-05-24,6132.584977057721
5_72_2013-05-31,6629.227413568007
5_72_2013-06-07,5158.386639938102
5_72_2013-06-14,8380.20705608797
5_72_2013-06-21,6611.143807091644
5_72_2013-06-28,4736.920086215851
5_72_2013-07-05,7085.4385037766815
5_72_2013-07-12,5455.149143684669
5_72_2013-07-19,4596.04079789425
5_72_2013-07-26,6256.204466144343
5_74_2012-11-02,5109.316343542521
5_74_2012-11-09,4856.404097173955
5_74_2012-11-16,6501.13219641566
5_74_2012-11-23,19909.059993223997
5_74_2012-11-30,7452.017757458555
5_74_2012-12-07,5738.436493549185
5_74_2012-12-14,7538.83208039203
5_74_2012-12-21,7956.242493507743
5_74_2012-12-28,9135.944128817815
5_74_2013-01-04,6519.259048814332
5_74_2013-01-11,4751.029559129663
5_74_2013-01-18,4146.73889901574
5_74_2013-01-25,4072.6785152534508
5_74_2013-02-01,6808.546498151481
5_74_2013-02-08,6687.543258902073
5_74_2013-02-15,3721.5147860395496
5_74_2013-02-22,3415.7313857311688
5_74_2013-03-01,4528.084612967551
5_74_2013-03-08,4423.933010770733
5_74_2013-03-15,4139.079914131104
5_74_2013-03-22,3646.8117335149154
5_74_2013-03-29,3688.0218850311044
5_74_2013-04-05,3979.509272844213
5_74_2013-04-12,4035.9096737606787
5_74_2013-04-19,4056.2740471204556
5_74_2013-04-26,3811.9018025056207
5_74_2013-05-03,4236.789524064243
5_74_2013-05-10,4211.902739489567
5_74_2013-05-17,4119.117783012973
5_74_2013-05-24,4316.7366306650665
5_74_2013-05-31,4305.245143715494
5_74_2013-06-07,4735.664366346331
5_74_2013-06-14,4359.843876582369
5_74_2013-06-21,3629.9563233472422
5_74_2013-06-28,4649.453589648065
5_74_2013-07-05,3784.619947483279
5_74_2013-07-12,4558.005930918878
5_74_2013-07-19,4036.7400782083596
5_74_2013-07-26,3549.832530910721
5_79_2012-11-02,4380.433685380109
5_79_2012-11-09,4679.46321246355
5_79_2012-11-16,4902.823241230954
5_79_2012-11-23,5620.875187959287
5_79_2012-11-30,6019.260862181691
5_79_2012-12-07,5202.482503734222
5_79_2012-12-14,5236.721031197405
5_79_2012-12-21,5033.74196117591
5_79_2012-12-28,4925.034861835749
5_79_2013-01-04,4345.214143732691
5_79_2013-01-11,3637.036327722248
5_79_2013-01-18,3962.7814582184137
5_79_2013-01-25,4303.218250613123
5_79_2013-02-01,4981.2759054652915
5_79_2013-02-08,5250.425999690184
5_79_2013-02-15,4758.87298736767
5_79_2013-02-22,4616.7746065381225
5_79_2013-03-01,4141.179950725125
5_79_2013-03-08,4317.448641594566
5_79_2013-03-15,4480.3973296997
5_79_2013-03-22,4272.055829391817
5_79_2013-03-29,4728.15298782629
5_79_2013-04-05,4120.770996547696
5_79_2013-04-12,4082.8720487856845
5_79_2013-04-19,4210.518167717768
5_79_2013-04-26,4257.177233039189
5_79_2013-05-03,4405.772601604582
5_79_2013-05-10,4126.283967252806
5_79_2013-05-17,4278.544588482849
5_79_2013-05-24,4156.68738464589
5_79_2013-05-31,4482.00750812839
5_79_2013-06-07,3838.2257998659575
5_79_2013-06-14,3983.7465959367028
5_79_2013-06-21,3791.512716410308
5_79_2013-06-28,4489.316594263959
5_79_2013-07-05,3727.5517778362696
5_79_2013-07-12,3795.015539062781
5_79_2013-07-19,3807.115083822243
5_79_2013-07-26,3705.257851047237
5_80_2012-11-23,4687.284795733383
5_80_2012-11-30,6608.299850283831
5_80_2012-12-07,4861.550500824169
5_80_2012-12-21,4999.053994295219
5_80_2012-12-28,12955.08527239516
5_80_2013-01-11,3221.9842109562437
5_80_2013-02-22,4938.5312867882785
5_80_2013-05-03,4332.91790518401
5_80_2013-05-10,4114.37813225621
5_80_2013-05-17,4316.121989133988
5_80_2013-05-24,5833.54633590554
5_80_2013-05-31,4873.014243401223
5_80_2013-06-14,3848.4806184847503
5_81_2012-11-02,4351.318877435445
5_81_2012-11-09,4606.683500461771
5_81_2012-11-16,4682.352234935121
5_81_2012-11-23,4392.659597896618
5_81_2012-11-30,5465.456066154167
5_81_2012-12-07,4844.213506776835
5_81_2012-12-14,4974.087544248891
5_81_2012-12-21,4980.32908061291
5_81_2012-12-28,4720.518915265376
5_81_2013-01-04,3303.2015680338895
5_81_2013-01-11,3201.8203188256944
5_81_2013-01-18,3366.4984110817245
5_81_2013-01-25,4145.394578217849
5_81_2013-02-01,3861.3739136742347
5_81_2013-02-08,4383.822476520022
5_81_2013-02-15,3765.027124374563
5_81_2013-02-22,3763.6276163430707
5_81_2013-03-01,3847.570834177072
5_81_2013-03-08,3843.7543423453662
5_81_2013-03-15,3835.584436351586
5_81_2013-03-22,3954.1719844288436
5_81_2013-03-29,3747.4760560096747
5_81_2013-04-05,3966.3029685996207
5_81_2013-04-12,4171.910724280209
5_81_2013-04-19,3764.375800214092
5_81_2013-04-26,3738.8453304548616
5_81_2013-05-03,4129.225857203426
5_81_2013-05-10,4086.454705063228
5_81_2013-05-17,3956.1045542545626
5_81_2013-05-24,3746.871859112043
5_81_2013-05-31,3624.380397013824
5_81_2013-06-07,3774.7132451718703
5_81_2013-06-14,3714.465806045442
5_81_2013-06-21,3781.0226247813985
5_81_2013-06-28,4121.52713169544
5_81_2013-07-05,3521.08977095046
5_81_2013-07-12,3519.683828730821
5_81_2013-07-19,3532.0571238496454
5_81_2013-07-26,3631.9135645723486
5_82_2012-11-02,4331.361522675237
5_82_2012-11-09,4469.096883389226
5_82_2012-11-16,4607.034771151683
5_82_2012-11-23,4774.399171396921
5_82_2012-11-30,5924.001824232163
5_82_2012-12-07,4862.91963604613
5_82_2012-12-14,5039.8232427022385
5_82_2012-12-21,5389.500758846695
5_82_2012-12-28,6123.276614759105
5_82_2013-01-04,3677.1106505993803
5_82_2013-01-11,3399.3589879489737
5_82_2013-01-18,3370.2506358754317
5_82_2013-01-25,4077.0544148132453
5_82_2013-02-01,3743.3444264381933
5_82_2013-02-08,3969.176200885101
5_82_2013-02-15,3639.6095562520973
5_82_2013-02-22,3610.380893820809
5_82_2013-03-01,3887.8451888107306
5_82_2013-03-08,3894.896410640095
5_82_2013-03-15,3866.5714878393087
5_82_2013-03-22,3724.0434377424717
5_82_2013-03-29,3731.6007612385824
5_82_2013-04-05,3958.7715682560474
5_82_2013-04-12,3993.3353155133887
5_82_2013-04-19,4007.4283389730967
5_82_2013-04-26,3700.531980568489
5_82_2013-05-03,4308.492407093087
5_82_2013-05-10,4091.885631541815
5_82_2013-05-17,4010.561196164756
5_82_2013-05-24,3821.8331623009176
5_82_2013-05-31,4393.0711653888375
5_82_2013-06-07,3877.877158571336
5_82_2013-06-14,3775.0683320200815
5_82_2013-06-21,3945.590611114037
5_82_2013-06-28,3757.365161876014
5_82_2013-07-05,3571.4234559279
5_82_2013-07-12,3548.425519558297
5_82_2013-07-19,3441.719374872597
5_82_2013-07-26,3606.354930014573
5_85_2012-11-02,4463.433206777321
5_85_2012-11-09,4334.077637894644
5_85_2012-11-16,4517.110324310985
5_85_2012-11-23,2897.509865469786
5_85_2012-11-30,6181.921218920483
5_85_2012-12-07,4408.6132493404375
5_85_2012-12-14,4299.4249928773825
5_85_2012-12-21,5263.347409140018
5_85_2012-12-28,9959.597626357814
5_85_2013-01-04,3138.8054764428157
5_85_2013-01-11,2522.2012432049128
5_85_2013-01-18,2702.718484920553
5_85_2013-01-25,2468.7523810820003
5_85_2013-02-01,3136.5217788360687
5_85_2013-02-08,2399.1535572852736
5_85_2013-02-15,3125.5206349825858
5_85_2013-02-22,2795.8869163866393
5_85_2013-03-01,3442.8687870542544
5_85_2013-03-08,3623.1216067443243
5_85_2013-03-15,3714.0521482987638
5_85_2013-03-22,3451.1786218196926
5_85_2013-03-29,3710.001665187302
5_85_2013-04-05,3565.0826980290003
5_85_2013-04-12,3922.170060362285
5_85_2013-04-19,3668.574796372406
5_85_2013-04-26,3546.9046122735317
5_85_2013-05-03,3852.2197983563415
5_85_2013-05-10,4337.346661001727
5_85_2013-05-17,3977.519344426427
5_85_2013-05-24,3948.2246043282066
5_85_2013-05-31,2379.8104778616594
5_85_2013-06-07,4092.2008405298775
5_85_2013-06-14,3757.9861153452707
5_85_2013-06-21,3614.472963357211
5_85_2013-06-28,2341.325736904683
5_85_2013-07-05,3259.33273049318
5_85_2013-07-12,3790.8194706699205
5_85_2013-07-19,3503.1352336723435
5_85_2013-07-26,3660.902318464523
5_87_2012-11-02,6719.370061383832
5_87_2012-11-09,6086.185148943456
5_87_2012-11-16,6198.063050686101
5_87_2012-11-23,6754.004578243627
5_87_2012-11-30,5794.183655974244
5_87_2012-12-07,6671.810080747725
5_87_2012-12-14,6854.2480073298175
5_87_2012-12-21,7736.153350230965
5_87_2012-12-28,8257.943052083618
5_87_2013-01-04,3301.15990124519
5_87_2013-01-11,7318.37444084124
5_87_2013-01-18,7910.80061821692
5_87_2013-01-25,7064.328997711885
5_87_2013-02-01,7675.407764458318
5_87_2013-02-08,8857.907952446958
5_87_2013-02-15,5571.5187838168895
5_87_2013-02-22,4835.370739242931
5_87_2013-03-01,5007.520334424757
5_87_2013-03-08,5572.115614422705
5_87_2013-03-15,4954.602801577419
5_87_2013-03-22,4733.738091724699
5_87_2013-03-29,7079.274795655963
5_87_2013-04-05,4886.31341381571
5_87_2013-04-12,4761.015565845536
5_87_2013-04-19,4552.650286579773
5_87_2013-04-26,4552.912410843829
5_87_2013-05-03,5745.737528608543
5_87_2013-05-10,4846.0705044917
5_87_2013-05-17,5048.834994255171
5_87_2013-05-24,5175.920077665224
5_87_2013-05-31,5597.265124913836
5_87_2013-06-07,5613.4376254967565
5_87_2013-06-14,5165.607145823081
5_87_2013-06-21,5025.558172115515
5_87_2013-06-28,6592.5232911303065
5_87_2013-07-05,6054.1454636354
5_87_2013-07-12,5294.52737252284
5_87_2013-07-19,4716.212562483798
5_87_2013-07-26,4723.637465362977
5_90_2012-11-02,3170.2255130158724
5_90_2012-11-09,3538.7700175973223
5_90_2012-11-16,3843.966137135183
5_90_2012-11-23,5478.360032643582
5_90_2012-11-30,5691.45510334836
5_90_2012-12-07,3872.602069054645
5_90_2012-12-14,4267.254583365394
5_90_2012-12-21,4943.107281896367
5_90_2012-12-28,4363.087132925582
5_90_2013-01-04,3470.715480702087
5_90_2013-01-11,2938.886945739286
5_90_2013-01-18,3147.6194544412588
5_90_2013-01-25,3375.637474512832
5_90_2013-02-01,4433.2553197724565
5_90_2013-02-08,2842.6334268773558
5_90_2013-02-15,4473.29831182581
5_90_2013-02-22,4578.91729231577
5_90_2013-03-01,3242.390619672528
5_90_2013-03-08,3097.966600800808
5_90_2013-03-15,3264.0752108609136
5_90_2013-03-22,3675.006058936428
5_90_2013-03-29,3869.283672037051
5_90_2013-04-05,3753.4971059128075
5_90_2013-04-12,3090.091685673722
5_90_2013-04-19,3177.274528020192
5_90_2013-04-26,3836.385688116799
5_90_2013-05-03,4165.930220499323
5_90_2013-05-10,3684.9364824226186
5_90_2013-05-17,3729.7592311071085
5_90_2013-05-24,4559.531212096037
5_90_2013-05-31,3772.1112692929414
5_90_2013-06-07,3682.593462312428
5_90_2013-06-14,3681.883398567146
5_90_2013-06-21,3948.8936982685977
5_90_2013-06-28,3615.930787841929
5_90_2013-07-05,3652.318042251703
5_90_2013-07-12,3640.199414436394
5_90_2013-07-19,3797.83943459393
5_90_2013-07-26,3758.769520965703
5_91_2012-11-02,1441.078394319537
5_91_2012-11-09,3528.3064772716557
5_91_2012-11-16,3400.3493640144698
5_91_2012-11-23,6235.334732222337
5_91_2012-11-30,5506.812598938006
5_91_2012-12-07,4695.899078686678
5_91_2012-12-14,3546.0056096251265
5_91_2012-12-21,3640.8407052539087
5_91_2012-12-28,3797.025747885898
5_91_2013-01-04,3349.164848728214
5_91_2013-01-11,2576.3543427254485
5_91_2013-01-18,2444.361369932429
5_91_2013-01-25,2679.8482889102647
5_91_2013-02-01,3835.612527821164
5_91_2013-02-08,1461.3955312800288
5_91_2013-02-15,4235.485958856548
5_91_2013-02-22,4228.422415946452
5_91_2013-03-01,3226.9217759391922
5_91_2013-03-08,2807.2673480591725
5_91_2013-03-15,2964.989493259018
5_91_2013-03-22,3238.9377681492547
5_91_2013-03-29,4764.624398669146
5_91_2013-04-05,3597.2258453540567
5_91_2013-04-12,3370.048683105836
5_91_2013-04-19,3544.8105938284702
5_91_2013-04-26,3432.1420958337903
5_91_2013-05-03,4401.749106692001
5_91_2013-05-10,3880.2371389880045
5_91_2013-05-17,4198.07154465027
5_91_2013-05-24,3888.9273619389996
5_91_2013-05-31,3540.2677536991723
5_91_2013-06-07,3662.6563364577573
5_91_2013-06-14,3672.727589213008
5_91_2013-06-21,3704.090512561392
5_91_2013-06-28,3525.153279287563
5_91_2013-07-05,3441.4511284084083
5_91_2013-07-12,3831.6115119588335
5_91_2013-07-19,3741.1858089632133
5_91_2013-07-26,3623.665030360665
5_92_2012-11-02,8646.99173142857
5_92_2012-11-09,5921.163108640257
5_92_2012-11-16,5065.054306600382
5_92_2012-11-23,6892.561937849428
5_92_2012-11-30,5679.758472306199
5_92_2012-12-07,8622.21317048101
5_92_2012-12-14,6991.99427318077
5_92_2012-12-21,4960.326653985753
5_92_2012-12-28,5106.536420956998
5_92_2013-01-04,5873.595514471679
5_92_2013-01-11,4779.473603791179
5_92_2013-01-18,5031.651190594397
5_92_2013-01-25,5066.991311733353
5_92_2013-02-01,5840.012895353366
5_92_2013-02-08,6673.69740627713
5_92_2013-02-15,5174.975259860224
5_92_2013-02-22,5201.09703339695
5_92_2013-03-01,5540.227471819396
5_92_2013-03-08,4943.515428117566
5_92_2013-03-15,5417.888039594527
5_92_2013-03-22,5160.511413998391
5_92_2013-03-29,5429.74462575209
5_92_2013-04-05,6005.380353103116
5_92_2013-04-12,4968.71122942784
5_92_2013-04-19,5531.604610996256
5_92_2013-04-26,5093.669104852421
5_92_2013-05-03,6051.905021832747
5_92_2013-05-10,4681.786846677845
5_92_2013-05-17,4766.988176851739
5_92_2013-05-24,5050.988350472832
5_92_2013-05-31,4255.936582004926
5_92_2013-06-07,4763.802801889214
5_92_2013-06-14,4922.910843918074
5_92_2013-06-21,5593.896849261349
5_92_2013-06-28,4295.063949780764
5_92_2013-07-05,8233.138254165742
5_92_2013-07-12,4600.594738326659
5_92_2013-07-19,4106.499350595589
5_92_2013-07-26,4140.7021770721
5_94_2012-11-02,2474.7666029262405
5_94_2012-11-09,12456.24529420635
5_94_2013-02-08,1447.730331283393
5_94_2013-02-15,3721.909479714414
5_94_2013-03-29,7200.661516326822
5_94_2013-05-10,4589.976875841306
5_94_2013-05-17,5657.710166944371
5_94_2013-05-24,5283.790001676645
5_94_2013-05-31,7301.9837158701175
5_94_2013-06-07,4485.078591957807
5_94_2013-06-14,6167.69090679801
5_94_2013-07-05,5249.705584895937
5_94_2013-07-19,10399.560808350883
5_94_2013-07-26,9781.69046611884
5_95_2012-11-02,18243.663308333333
5_95_2012-11-09,13523.188084021167
5_95_2012-11-16,14382.205045219773
5_95_2012-11-23,12198.164086959203
5_95_2012-11-30,7556.651804208017
5_95_2012-12-07,11148.420646309518
5_95_2012-12-14,15714.12892186507
5_95_2012-12-21,15177.036493690486
5_95_2012-12-28,8172.960377463331
5_95_2013-01-04,4592.761662509138
5_95_2013-01-11,8865.78833400852
5_95_2013-01-18,12030.183697479324
5_95_2013-01-25,10724.954138839976
5_95_2013-02-01,8588.122351833308
5_95_2013-02-08,13389.004095565082
5_95_2013-02-15,10105.182673712361
5_95_2013-02-22,11913.92723858099
5_95_2013-03-01,17756.101362857145
5_95_2013-03-08,10327.517724994566
5_95_2013-03-15,12621.972383843
5_95_2013-03-22,14078.707325762
5_95_2013-03-29,12204.18398582101
5_95_2013-04-05,18762.49701035714
5_95_2013-04-12,14522.2631887514
5_95_2013-04-19,12862.87845623493
5_95_2013-04-26,12626.600275067229
5_95_2013-05-03,20860.04894380952
5_95_2013-05-10,13329.941482643668
5_95_2013-05-17,10204.900330116308
5_95_2013-05-24,13904.691027153149
5_95_2013-05-31,14112.665765979758
5_95_2013-06-07,14131.553763746357
5_95_2013-06-14,12589.24164823868
5_95_2013-06-21,13081.03818365367
5_95_2013-06-28,15922.755706473987
5_95_2013-07-05,21599.065226785704
5_95_2013-07-12,16091.314576605644
5_95_2013-07-19,13166.88083606369
5_95_2013-07-26,14198.539671639872
5_96_2012-11-02,5396.092245238095
5_96_2012-11-09,5403.719227002164
5_96_2012-11-16,5753.372277299783
5_96_2012-11-23,7445.594523337777
5_96_2012-11-30,5886.010804612894
5_96_2012-12-07,4808.062928193281
5_96_2012-12-14,5683.206334761908
5_96_2012-12-21,7208.68983940476
5_96_2012-12-28,6283.783389695057
5_96_2013-01-04,5268.574418572754
5_96_2013-01-11,4767.945822321818
5_96_2013-01-18,5862.434684989201
5_96_2013-01-25,6295.136512832699
5_96_2013-02-01,5554.086853333336
5_96_2013-02-08,6518.912320850138
5_96_2013-02-15,5206.944813937629
5_96_2013-02-22,6234.569944987331
5_96_2013-03-01,4429.519685555556
5_96_2013-03-08,5701.80579820691
5_96_2013-03-15,6607.057760682938
5_96_2013-03-22,7207.738944363221
5_96_2013-03-29,8839.989430515565
5_96_2013-04-05,5892.594687142856
5_96_2013-04-12,7688.928282539504
5_96_2013-04-19,8147.52334869327
5_96_2013-04-26,10395.909929570056
5_96_2013-05-03,7707.036698095242
5_96_2013-05-10,7759.693773411201
5_96_2013-05-17,7959.852474516739
5_96_2013-05-24,8394.328685613196
5_96_2013-05-31,7926.13599187887
5_96_2013-06-07,7670.057974317667
5_96_2013-06-14,8671.588215238571
5_96_2013-06-21,9212.843801120558
5_96_2013-06-28,9128.870134390796
5_96_2013-07-05,7667.570121666667
5_96_2013-07-12,6836.392342838828
5_96_2013-07-19,8176.429693424352
5_96_2013-07-26,7657.04172277015
5_97_2012-11-02,747.7910322602206
5_97_2012-11-09,762.2136023225756
5_97_2012-11-16,2477.859170117244
5_97_2012-11-23,4917.2651655979425
5_97_2012-11-30,6222.4962325654815
5_97_2012-12-07,1091.093276069052
5_97_2012-12-14,782.1352933921213
5_97_2012-12-21,1124.865090146104
5_97_2012-12-28,3885.449281177244
5_97_2013-01-04,2605.971191277878
5_97_2013-01-11,2647.562579230156
5_97_2013-01-18,2183.6219199803313
5_97_2013-01-25,2678.4279642017123
5_97_2013-02-01,1314.341725904485
5_97_2013-02-08,1574.112658364944
5_97_2013-02-15,4149.767807638517
5_97_2013-02-22,2784.6364687206856
5_97_2013-03-01,1068.308549355922
5_97_2013-03-08,3997.1331469758534
5_97_2013-03-15,3409.3296968315294
5_97_2013-03-22,3211.290730261501
5_97_2013-03-29,7282.777056470098
5_97_2013-04-05,1598.965681846765
5_97_2013-04-12,2084.728923261525
5_97_2013-04-19,3520.155845526001
5_97_2013-04-26,3351.850099254753
5_97_2013-05-03,1578.154745132416
5_97_2013-05-10,943.0710460943926
5_97_2013-05-17,3684.3163859524907
5_97_2013-05-24,2962.622438820504
5_97_2013-05-31,4893.23056060874
5_97_2013-06-07,798.9328250633673
5_97_2013-06-14,3658.6027595285414
5_97_2013-06-21,2483.832965862291
5_97_2013-06-28,3468.3394738385105
5_97_2013-07-05,1025.2294266199237
5_97_2013-07-12,783.8652862865891
5_97_2013-07-19,1600.3118487606664
5_97_2013-07-26,2613.170737622685
5_98_2012-12-21,1806.2956343725914
5_98_2012-12-28,2684.5951640239073
5_98_2013-01-04,3606.5965499739286
5_98_2013-01-18,1865.7410295921643
5_98_2013-02-08,1236.7513511427226
5_99_2012-11-23,6085.016625339882
5_99_2012-12-21,725.7750227134003
5_99_2012-12-28,1937.080546228259
6_1_2012-11-02,42109.763947125146
6_1_2012-11-09,33119.750537613
6_1_2012-11-16,35875.151190069686
6_1_2012-11-23,31749.36781120307
6_1_2012-11-30,47977.80021088916
6_1_2012-12-07,40435.3111214203
6_1_2012-12-14,44040.88914015922
6_1_2012-12-21,61648.020446850634
6_1_2012-12-28,30673.989071478365
6_1_2013-01-04,23586.994883461026
6_1_2013-01-11,21422.21880855403
6_1_2013-01-18,20184.36905661058
6_1_2013-01-25,23012.331967152455
6_1_2013-02-01,28023.82053907697
6_1_2013-02-08,37375.205999954225
6_1_2013-02-15,43812.45902827888
6_1_2013-02-22,27338.230411524557
6_1_2013-03-01,27888.853770886828
6_1_2013-03-08,31232.654414935725
6_1_2013-03-15,32084.856905343346
6_1_2013-03-22,31273.113215239708
6_1_2013-03-29,39695.21864563344
6_1_2013-04-05,48891.63592025419
6_1_2013-04-12,37449.4838548262
6_1_2013-04-19,29631.41331408197
6_1_2013-04-26,33789.52206211817
6_1_2013-05-03,28077.891656323405
6_1_2013-05-10,26451.332156805995
6_1_2013-05-17,27437.221870390185
6_1_2013-05-24,27407.36144182399
6_1_2013-05-31,30877.61030031743
6_1_2013-06-07,26700.570866779315
6_1_2013-06-14,27496.309582859478
6_1_2013-06-21,27971.305351492
6_1_2013-06-28,27768.255301082932
6_1_2013-07-05,28387.725882306113
6_1_2013-07-12,25886.592662926098
6_1_2013-07-19,27867.08113998008
6_1_2013-07-26,31138.250812059654
6_2_2012-11-02,44673.34974888792
6_2_2012-11-09,36962.924721270945
6_2_2012-11-16,40858.321231934395
6_2_2012-11-23,41634.63801325118
6_2_2012-11-30,52306.94301206177
6_2_2012-12-07,38121.80615594892
6_2_2012-12-14,46738.02642248565
6_2_2012-12-21,71381.01061267419
6_2_2012-12-28,39411.612665079236
6_2_2013-01-04,48276.12750514528
6_2_2013-01-11,49247.77402908648
6_2_2013-01-18,48627.27535370937
6_2_2013-01-25,40829.6432976241
6_2_2013-02-01,40049.4489594341
6_2_2013-02-08,40064.40795153473
6_2_2013-02-15,50059.25964130728
6_2_2013-02-22,47299.23924440094
6_2_2013-03-01,45368.15876006137
6_2_2013-03-08,41903.99044142037
6_2_2013-03-15,43714.2238713213
6_2_2013-03-22,42266.744125657795
6_2_2013-03-29,41945.69665449479
6_2_2013-04-05,47428.50851296221
6_2_2013-04-12,37793.30670713778
6_2_2013-04-19,35492.7390897515
6_2_2013-04-26,38740.00062071231
6_2_2013-05-03,43492.446005248006
6_2_2013-05-10,32009.859008322383
6_2_2013-05-17,28900.239125687945
6_2_2013-05-24,34102.27553909165
6_2_2013-05-31,40553.54730421909
6_2_2013-06-07,32588.214944287956
6_2_2013-06-14,30743.81822788052
6_2_2013-06-21,33235.24136730971
6_2_2013-06-28,37174.4744401086
6_2_2013-07-05,43088.655012387884
6_2_2013-07-12,38882.84843259116
6_2_2013-07-19,38179.59298694648
6_2_2013-07-26,35974.215095422696
6_3_2012-11-02,27861.843875381517
6_3_2012-11-09,36127.5750457106
